,SOC 2018 CODE,SOC 2018 CODE_with_x,SOC 2018 CODE_with_xx,OCCUPATION,OCC_CODE,TOT_EMP,H_MEAN,A_MEAN,O_GROUP,I_GROUP,"Percent of workers, reaching at or below the shoulder is required","Percent of workers, choice of sitting or standing is allowed","Percent of workers, reaching at or below the shoulder is required, both hands","Percent of workers, fine manipulation is required, both hands","Percent of workers, reaching overhead is required, one hand","Percent of workers, reaching overhead is required, both hands","Hours of standing, mean",PCT_STAND,"Hours of sitting, mean",PCT_SIT,STANDING_BOOLEAN,SITTING_BOOLEAN,"Percent of workers, choice of sitting or standing is not allowed","Percent of workers, with the ability to pause work","Percent of workers, fine manipulation is required, one hand","Percent of workers, exposed to very loud noise","Percent of workers, hearing over the telephone is required","Percent of workers, exposed to outdoors","Percent of workers, low postures are required","Percent of workers, exposed to wetness","Percent of workers, reaching overhead is required","Percent of workers, stooping is required","Percent of workers, foot or leg controls is required","Percent of day where standing is required, mean","Percent of day where sitting is required, mean","Percent of workers, problem solving is required once per day","Percent of workers, problem solving is required less often than monthly, including never","Percent of workers, crawling is required","Percent of workers, kneeling is required","Percent of workers, crouching is required","Percent of workers, keyboarding is required","Percent of workers, driving is required","Percent of workers, with telework available","Percent of workers, minimum education level is a bachelor's degree","Percent of workers, gross manipulation is required","Percent of workers, fine manipulation is required","Percent of workers, working around crowds is required","Percent of workers, exposed to extreme cold","Percent of workers, exposed to extreme heat","Percent of workers, speaking is required","Percent of workers, exposed to heights","Percent of workers, in proximity to moving mechanical parts","Percent of workers, climbing ladders, ropes, or scaffolds is required","Percent of workers, exposed to hazardous contaminants","Percent of workers, exposed to loud noise","Percent of workers, without the ability to pause work","Percent of workers, lifting or carrying > 25 lbs is required, constantly","Percent of workers, problem solving is required not every week, but at least once per month","Percent of workers, problem solving is required not every day, but at least once per week",dots,OCC_SHORT,INJURY_RATE,nonwhite_pct,white_pct,black_pct,hisp_pct,asian_pct,noncitizen_pct,n
44,333051,33305X,3330XX,Police and sheriff's patrol officers,333051,646310,36.8,76550,detailed,cross-industry,98,2.4,96.1,74.4,4.1,82.6,4.06,50.75,5.18,64.75,50.75,64.75,97.6,11.9,25.6,<0.5,97.5,99.4,98.1,29.2,86.6,44.9,>99.5,44.3,55.7,10.3,14.1,35.1,42.4,43.2,>95,>99.5,<0.5,2.2,>99.5,>99.5,77.5,1.7,5.4,>99.5,39.7,3.3,46.7,40.5,11.3,88.1,0.8,8.9,34.7,13,Police Officers,314.7,23.4777746,76.5222254,13.4703763,15.7668381,2.3391087,1.102984859,52
13,173025,17302X,1730XX,Environmental engineering technologists and technicians,173025,13780,28.26,58780,detailed,cross-industry,72.9,66.1,>50,86.2,8.8,38.2,,,,,,,33.9,89.1,13.8,<0.5,>90,67.2,70.4,47.5,47.1,18.5,51.8,,,,,,16,15.2,>85,51.8,21.7,53.9,>99.5,>99.5,<0.5,<15,<15,>99.5,19.2,19.6,43.4,39.7,11.1,10.9,,,,1,Environmental Engineering Techs,150.5,22.6388394,77.3611606,8.3622487,13.5857506,8.5827046,4.517105711,409
89,514121,51412X,5141XX,"Welders, cutters, solderers, and brazers",514121,421730,25.31,52640,detailed,cross-industry,95.1,4.2,>90,77.9,3.8,70.5,7.29,91.125,0.95,11.875,91.125,1,95.8,49.7,<30,<5,20,38.7,92.5,15,74.3,35.1,34.8,88.7,11.3,1.9,72.1,11.7,21.3,25.7,10.1,26.1,<0.5,<0.5,>99.5,>99.5,<5,<0.5,46.2,87.3,31.2,38.6,42.7,39.7,32.2,50.3,<0.5,7,17.1,9,Welders,78.1,18.1087166,81.8912834,7.8625233,23.8761787,2.1369407,10.41629732,79
61,514051,51405X,5140XX,Metal-refining furnace operators and tenders,514051,20870,26.13,54340,detailed,cross-industry,95.4,<20,95.4,65.8,7.1,44.6,7.19,89.875,1.68,21,89.875,1,>80,19.8,32.7,,20.4,27,79.6,22.8,51.7,18.8,39.7,81.8,18.2,<0.5,93.5,<15,0.8,1.7,53.9,36.6,<0.5,<0.5,>99.5,98.5,<0.5,<0.5,94.5,71.2,18,54,11.8,39.6,30.8,80.2,<0.5,5.8,0.7,1,Furnace Operators,196.9,20.2532228,79.7467772,13.4404992,14.2146214,1.7378253,3.491449109,375
9,517041,51704X,5170XX,"Sawing machine setters, operators, and tenders, wood",517041,43570,19.29,40120,detailed,cross-industry,88.7,1.6,88.7,,,,7.62,95.25,,,95.25,,98.4,13.1,51.8,<5,2.3,20.8,79.5,<5,,16.5,16.2,86.5,,<5,98.4,,<0.5,3.5,3.1,<0.5,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,,<5,94.6,<0.5,34.9,,86.9,<0.5,<0.5,<0.5,1,Sawing Machine Operators,131,15.9382767,84.0617233,7.9131934,16.7346939,1.3250934,10.90830698,344
16,373011,37301X,3730XX,Landscaping and groundskeeping workers,373011,929930,19.13,39790,detailed,cross-industry,98.1,4.4,97.7,65.4,2.8,80.4,6.24,78,1.53,19.125,78,1,95.6,66.4,,<0.5,35.6,>99.5,98.7,71.1,83.2,24.9,81.3,79.7,20.3,1.1,96,5.9,12.4,18.1,3.3,80,<0.5,<0.5,>99.5,>95,0.7,<0.5,<10,71.8,34.6,71.2,49.1,34.7,21.4,33.6,<0.5,<0.5,2.5,19,Landscapers,,21.7263798,78.2736202,9.1126209,36.2919791,1.2172031,21.51483564,32
42,472073,47207X,4720XX,Operating engineers and other construction equipment operators,472073,450370,29.89,62180,detailed,cross-industry,76.9,21.6,75.6,74.9,5.8,53.1,2.06,25.75,6.45,80.625,1,80.625,78.4,55.3,,<0.5,45,>99.5,73.2,43.5,58.9,22.1,>99.5,24.7,75.3,20.6,63.3,10.2,14.1,17.6,8.8,>99.5,<0.5,<0.5,>99.5,>99.5,<0.5,<5,4.7,88.1,32.5,40.3,37.1,34.1,33.6,44.7,<0.5,5.1,7.7,10,Equipment Operators,85.9,13.9922285,86.0077715,6.7647101,17.7878142,0.5034423,7.28912059,71
14,519051,51905X,5190XX,"Furnace, kiln, oven, drier, and kettle operators and tenders",519051,14820,22.86,47540,detailed,cross-industry,83.8,18.7,83,63.4,3.4,46.4,7.06,88.25,1.48,18.5,88.25,1,81.3,47.7,35.5,<0.5,29.8,24.2,77.8,10,49.8,12,29.6,83.8,16.2,<0.5,84.9,1.4,4.4,11,37.9,24.5,<0.5,<0.5,>99.5,98.9,<0.5,<0.5,61.2,79,14.1,54.8,13.1,34,32.5,52.3,<5,<5,8.7,1,Furnace Operators (Other),102.4,18.8671490,81.1328510,10.7017544,14.6385965,1.5789474,5.810526316,397
6,331012,33101X,3310XX,First-line supervisors of police and detectives,331012,138140,50.96,106000,detailed,cross-industry,93.4,24,91.5,75.2,7.3,72.2,3.29,41.125,5.74,71.75,1,71.75,76,33.8,24.8,<0.5,>99.5,91.6,87.4,25.3,79.5,37.9,>99.5,36.7,63.3,29.1,1.7,28.2,33.8,37.8,>99.5,>95,<0.5,14.1,>99.5,>99.5,60.7,1.1,2.5,>99.5,35.4,1.6,37.6,34,13.7,66.2,<5,6.4,30.4,3,Police Supervisors,542.6,26.9411089,73.0588911,10.7911801,12.1832604,1.4062451,1.000188863,198
82,499043,49904X,4990XX,"Maintenance workers, machinery",499043,58040,28.13,58500,detailed,cross-industry,98.2,6.6,88.7,83.2,<10,>65,7.72,96.5,1.48,18.5,96.5,1,93.4,73,16.8,<0.5,46.1,42,98.5,53.8,83.5,21.3,38.5,83.2,16.8,7.5,65.6,14.2,21.2,17.3,61.9,32.7,<0.5,<0.5,>99.5,>99.5,<0.5,4,4.6,97,40.2,66.6,60.3,33.7,17.3,27,<0.5,5.5,14.6,2,Machinery Maintenance Workers,129.7,14.8929889,85.1070111,8.2038835,12.2977346,1.8122977,4.252427184,317
0,194099,19409X,1940XX,"Life, physical, and social science technicians, all other",194099,72230,30.12,62640,detailed,cross-industry,68,70.7,65.2,48.5,<0.5,,,,,,,,29.3,65.9,51.5,<0.5,97.9,30.1,31.6,39.2,32.4,,31,,,,53.9,<0.5,,,87.7,30.6,<50,49.7,>99.5,>99.5,<0.5,<40,<5,98.8,23.3,<25,3.1,33.1,<30,34.1,,<15,24.6,2,Science Techs (Other),23.4,22.1192992,77.8807008,9.2185974,14.5887869,6.0480563,6.405547959,291
90,433041,43304X,4330XX,Gambling cage workers,433041,12560,17.67,36750,detailed,cross-industry,88.2,20,86.6,98.2,<0.5,16.4,6.83,85.375,1.15,14.375,85.375,1,80,10.4,<5,<0.5,92.1,<0.5,32.8,<0.5,16.4,9.9,<0.5,85.5,14.5,<0.5,95.2,<0.5,8.6,10.7,89.4,<0.5,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,32.3,32.1,89.6,<0.5,<5,<0.5,1,Gambling Workers,202.4,32.5635308,67.4364692,20.9593407,18.7418894,2.3854945,3.670635514,415
21,319096,31909X,3190XX,Veterinary assistants and laboratory animal caretakers,319096,115770,17.94,37310,detailed,cross-industry,>75,6.6,,85.1,<20,,6,75,1.7,21.25,75,1,93.4,33.1,,<0.5,67.4,69.5,>85,,66.9,,38,78.7,21.3,<0.5,91,,28.9,,>70,,<0.5,,>99.5,>95,<0.5,<0.5,<0.5,>95,<0.5,<15,<0.5,31.7,<0.5,66.9,<0.5,<0.5,<0.5,3,Vet Assistants,136.5,23.7990234,76.2009766,3.6261864,15.3658056,2.8601560,3.622709731,229
20,493042,49304X,4930XX,"Mobile heavy equipment mechanics, except engines",493042,177280,30.93,64340,detailed,cross-industry,>99.5,11.8,98.3,95.6,<5,>85,7.07,88.375,1.5,18.75,88.375,1,88.2,64.1,4.4,<0.5,79.9,96.2,>99.5,62,95.2,47.3,99.4,83.1,16.9,8.6,47.8,11,45.2,45.9,75.7,99.3,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,3.6,>99.5,36.1,73.6,42.7,31.6,10.4,35.9,,2.7,16.5,4,Heavy Equipment Mechanics,88.4,12.2126096,87.7873904,5.7118894,16.0500477,1.1174336,5.397373977,161
26,292043,29204X,2920XX,Paramedics,292043,98770,27.62,57450,detailed,cross-industry,>99.5,<0.5,90.7,90.3,3.2,83.9,,,,,,,>99.5,<5,9.7,<0.5,93.7,97.4,>99.5,,87.1,,85,,,16.1,37.8,15.8,,,92.7,58.6,<0.5,<5,>99.5,>99.5,27.5,3.1,13.2,>99.5,24,8.7,,30.9,24.5,>95,,6.1,2.9,2,Paramedics,554.2,19.6412016,80.3587984,5.3968328,10.1042297,2.9810929,1.596016937,249
60,291131,29113X,2911XX,Veterinarians,291131,78220,65.53,136300,detailed,cross-industry,>80,25.9,,>99.5,<0.5,54.6,5.15,64.375,3.13,39.125,64.375,1,74.1,48.7,<0.5,<0.5,>99.5,41.5,>85,,54.6,,41,62.8,37.2,8,<0.5,<10,12.9,21,>99.5,22.9,<0.5,,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,15.5,<0.5,30.6,5.2,51.3,<0.5,11.5,<25,2,Veterinarians,16.6,10.3385916,89.6614084,1.5770535,4.6599449,4.7039862,3.721958807,277
51,514194,51419X,5141XX,"Tool grinders, filers, and sharpeners",514194,6660,23.33,48520,detailed,cross-industry,96.3,25.6,95.7,77.9,2.3,43.4,6.89,86.125,1.85,23.125,86.125,1,74.4,54.6,,<0.5,26.6,22.6,60.7,,45.7,24.4,52.4,77.3,22.7,14.8,74.5,<0.5,,4.6,,29.4,<0.5,<0.5,>99.5,>75,<0.5,<0.5,2.9,86.6,,68.3,<30,29.4,25.7,45.4,<0.5,<0.5,<20,1,Tool Grinders,300.8,7.8917218,92.1082782,2.8517001,5.5287768,2.0998095,2.304739364,449
69,514052,51405X,5140XX,"Pourers and casters, metal",514052,5460,24.09,50110,detailed,cross-industry,86.8,<5,86.8,56.4,,,7.33,91.625,1.41,17.625,91.625,1,>95,31.5,31.6,<0.5,12.4,4.6,66.7,26.8,35.8,22.2,29.2,84.6,15.4,<10,94.1,<5,,<5,16.4,28.9,<0.5,<0.5,>99.5,88,<0.5,<0.5,96,83.5,3,38.4,12.2,28.4,34.7,68.5,<0.5,<10,<5,1,Metal Pourers,261.8,20.2532228,79.7467772,13.4404992,14.2146214,1.7378253,3.491449109,454
91,472061,47206X,4720XX,Construction laborers,472061,1019090,23.69,49280,detailed,cross-industry,>99.5,<0.5,>99.5,76.9,<0.5,79.8,7.64,95.5,0.62,7.75,95.5,1,>99.5,44.7,18.6,<5,38.6,>99.5,98.5,47.7,80.2,39.9,36,92.5,7.5,<5,97,8.7,32.6,35.1,2.7,34.9,<0.5,<0.5,>99.5,95.5,<0.5,<0.5,5.6,77.3,56.4,56.9,69.2,27.5,17.9,55.3,<0.5,<5,0.6,21,Construction Laborers,207.1,22.9971190,77.0028810,8.0613170,41.5682955,1.7427618,26.14758547,28
33,394031,39403X,3940XX,"Morticians, undertakers, and funeral arrangers",394031,24200,27.9,58020,detailed,cross-industry,87.3,,85.2,67.8,3.3,20.9,3.09,38.625,3.17,39.625,1,1,,75.4,32.2,<0.5,>95,90.2,71.5,,24.2,8.1,95.7,49.2,50.8,14.9,56.3,<0.5,2.5,5.9,,89.6,<0.5,<20,>99.5,>99.5,22.7,4.6,4.8,>99.5,<0.5,<5,<0.5,27,<0.5,24.6,<0.5,<10,23,1,Funeral Directors,31.2,17.2284479,82.7715521,11.5890792,7.3609351,1.2854048,1.064699391,372
86,493092,49309X,4930XX,Recreational vehicle service technicians,493092,17360,24.37,50690,detailed,cross-industry,>99.5,10.7,98.8,86.6,<15,94.5,6.86,85.75,1.23,15.375,85.75,1,89.3,87.2,13.4,<0.5,64.5,92.2,>99.5,75.3,>99.5,56.7,95.5,84.9,15.1,,32.3,32,,,48.7,87.9,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,6.8,82.3,63.6,58.9,88.1,26.7,<20,12.8,<0.5,18.8,14.4,1,RV Service Technicians,133.2,20.2206648,79.7793352,9.7622138,23.6523536,1.3898087,7.945043398,386
28,491011,49101X,4910XX,"First-line supervisors of mechanics, installers, and repairers",491011,589880,37.99,79020,detailed,cross-industry,82.9,46.3,80.1,71.6,2.3,59.7,5.26,65.75,2.99,37.375,65.75,1,53.7,84.1,28.4,<0.5,97,76,81.5,24.6,62,30.7,74.5,63.9,36.1,,,17.3,14.7,19.4,95.2,72.9,1.9,11,>99.5,>99.5,<0.5,0.7,6,>99.5,38.8,42.1,55.6,26.4,11.6,15.9,<0.5,,,12,Repair Supervisors,82.5,15.6914619,84.3085381,8.3959403,13.9035351,1.6227735,3.232911704,57
39,514021,51402X,5140XX,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",514021,63370,21.85,45440,detailed,cross-industry,>80,,77.8,,,,8.03,100.375,,,100.375,,,16.2,,<0.5,,<20,,23.2,,24.8,21.6,79.9,20.1,<0.5,93.8,<0.5,2.2,14.7,22.2,16.6,<0.5,<5,>99.5,>99.5,<0.5,<5,35.3,,<5,63.2,1,26.3,36.3,83.8,,<0.5,<15,2,Extruding Machine Operators,60.1,22.5766871,77.4233129,13.2686804,13.9411454,2.6787451,6.788562536,305
42,319093,31909X,3190XX,Medical equipment preparers,319093,66790,22.79,47410,detailed,cross-industry,>99.5,12.1,80.9,98.8,,,,,,,,,87.9,49.3,<5,<0.5,66.4,,71.9,,,15.3,23.9,,,<0.5,90.3,<0.5,<5,11.9,58,<20,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,4.9,>80,<0.5,<5,<0.5,26.2,<0.5,50.7,<0.5,9.3,<0.5,2,Medical Equipment Preparers,347.9,23.7990234,76.2009766,23.5427030,15.5287507,5.1762502,4.63757657,294
96,331011,33101X,3310XX,First-line supervisors of correctional officers,331011,52280,36.94,76840,detailed,cross-industry,86.5,25.4,>80,72.1,1.6,51.3,,,,,,,74.6,23.4,27.9,<0.5,>95,80.7,87.6,41.8,53,45.7,51.9,,,,,17.8,43.4,43.9,>75,44.4,<0.5,,>99.5,>99.5,32.9,<0.5,<10,>99.5,10.5,<0.5,,25.4,29.2,76.6,,,,2,Correctional Supervisors,542.6,26.9411089,73.0588911,18.9319196,14.4266590,0.6734351,1.658001392,327
93,192012,19201X,1920XX,Physicists,192012,18350,76.09,158270,detailed,cross-industry,84.6,88.8,>65,76,,,2.71,33.875,5.12,64,1,64,11.2,95.4,24,<0.5,86.4,<0.5,,21.5,,,,32.8,67.2,2.1,<0.5,,,,>99.5,<0.5,35.7,9.6,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<20,25.3,<0.5,4.6,<0.5,<15,41.2,1,Physicists,14.9,17.3571622,82.6428378,2.0868241,6.2452399,11.0281797,13.38918507,383
5,499041,49904X,4990XX,Industrial machinery mechanics,499041,412650,30.62,63690,detailed,cross-industry,96,10,94.9,93.7,1.9,85.1,7.11,88.875,1.28,16,88.875,1,90,58.6,6.3,<0.5,50.3,48.8,93,51.2,87,34.1,49.2,84.7,15.3,13.2,32.1,22.9,25,26,63.8,47.4,<0.5,<0.5,>99.5,>99.5,<0.5,12.4,23.3,97.3,51.3,65.6,66.3,24.9,21.5,41.4,<0.5,16.4,23.1,9,Machinery Mechanics,69.1,14.8929889,85.1070111,7.3128697,16.1772793,3.1008445,5.69471703,80
24,192041,19204X,1920XX,"Environmental scientists and specialists, including health",192041,80730,41.69,86710,detailed,cross-industry,74.6,70.6,60.4,69,7.9,23.3,,,,,,,29.4,>99.5,31,<0.5,>99.5,80.5,70.2,50.2,31.2,31,75.7,,,13.9,7.2,12.1,18.1,18.2,>99.5,75.7,17.9,91.9,>99.5,>99.5,<5,<10,<10,>99.5,14.4,<10,33.7,24.8,<0.5,<0.5,,11.6,26.6,2,Environmental Scientists,8.5,15.3187979,84.6812021,4.0477539,7.5748333,5.6097774,3.949718966,276
91,499051,49905X,4990XX,Electrical power-line installers and repairers,499051,120170,41.3,85900,detailed,cross-industry,>99.5,1.4,92.1,85.5,<5,>95,6.56,82,1.85,23.125,82,1,98.6,29.5,14.5,<5,91.7,>99.5,>99.5,7.4,99.2,42.5,>99.5,78.1,21.9,4.3,21.3,30.8,36.9,35.7,45.6,>99.5,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<5,>85,99.3,40.9,87.9,24.7,20.8,70.5,<0.5,20.9,21.4,3,Power Line Installers,188.7,11.8256109,88.1743891,6.2387552,11.4190937,0.6704712,2.49845384,219
70,333021,33302X,3330XX,Detectives and criminal investigators,333021,106730,46.12,95930,detailed,cross-industry,86.8,,76.4,70.1,6,50,,,,,,,,,29.9,<0.5,>99.5,71.2,70.7,17.1,56,33.8,76.9,,,12.5,1,16.5,28.2,29.5,>99.5,77.3,1.4,43.5,>99.5,>99.5,18.8,<5,<5,>99.5,11.1,<5,,24.2,<5,,<0.5,3.3,8.8,3,Criminal Investigators,584.2,20.5317381,79.4682619,10.5612657,15.3834742,2.7226548,1.040281998,237
25,471011,47101X,4710XX,First-line supervisors of construction trades and extraction workers,471011,777420,39.11,81340,detailed,cross-industry,84.5,39.7,81.3,62.6,3.5,54.2,6.11,76.375,2.65,33.125,76.375,1,60.3,79.2,37.4,<0.5,98.3,88.7,78.1,27.5,57.7,34.3,83.5,69.3,30.7,33.5,6.5,15.8,25.4,25.8,69.7,82.8,<5,3.7,>99.5,>99.5,<0.5,<0.5,4.7,>99.5,59.2,45,67,23.7,24,20.8,<0.5,10.7,30.3,16,Construction Supervisors,93.5,11.7078058,88.2921942,4.7344314,22.8131693,1.1089146,9.416259313,41
75,514033,51403X,5140XX,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",514033,75260,21.37,44450,detailed,cross-industry,93.1,5.3,>85,50.1,<5,,7.79,97.375,,,97.375,,94.7,43.5,,<0.5,7.5,<0.5,61.4,11.3,67.8,16.8,25.1,88.5,,<0.5,98.8,<0.5,<0.5,19.5,25.9,18.8,<0.5,<0.5,>99.5,>95,<0.5,<0.5,11.3,58.6,<0.5,69.5,24,23.2,44.1,56.5,<0.5,<0.5,<5,2,Grinding Machine Operators,183.2,18.9504262,81.0495738,9.9756364,23.0111075,3.3859612,11.25712203,284
5,499071,49907X,4990XX,"Maintenance and repair workers, general",499071,1503150,23.87,49650,detailed,cross-industry,>99.5,21.4,99.1,82.2,5.4,92.9,6.72,84,1.23,15.375,84,1,78.6,79.2,<25,<0.5,75.2,88.7,98.9,69.1,98.4,27.5,61,84.7,15.3,7,50,17.6,20.3,21.7,49.5,59,<0.5,<0.5,>99.5,>99.5,0.7,5.7,12.5,92,63.6,39.7,89.3,23.1,8.4,20.8,<0.5,15.8,18.8,31,Maintenance Workers,241.9,20.8895972,79.1104028,9.7026295,19.0978533,3.2661700,6.731277139,15
1,472031,47203X,4720XX,Carpenters,472031,700290,29.31,60970,detailed,cross-industry,>99.5,14.2,>99.5,89,<0.5,>90,7.43,92.875,0.58,7.25,92.875,1,85.8,75.2,11,<0.5,52.6,95.3,>99.5,27.2,95.3,36.7,44.2,92.4,7.6,13.2,67,23.7,31.8,29.4,10.6,42,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,2.1,95.1,86.4,83.6,94.2,22.7,27.7,24.8,<0.5,5.4,11.5,15,Carpenters,202.7,14.4263200,85.5736800,4.6961048,32.2513784,1.3038134,20.67004281,47
24,291124,29112X,2911XX,Radiation therapists,291124,16640,50.2,104420,detailed,cross-industry,96.5,43.1,>70,67,,,,,,,,,56.9,,,<0.5,97.9,<5,72,59.3,,20.5,,,,,,<0.5,,9.9,>99.5,<0.5,<0.5,9.9,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,22.5,<0.5,,,,,1,Radiation Therapists,83.3,15.7241436,84.2758564,6.5297922,9.7130659,7.0948703,3.013750235,388
98,251199,25119X,2511XX,"Postsecondary teachers, all other",251199,166980,*,96570,detailed,cross-industry,73.6,>80,56.5,57.1,,,,,,,,,<20,67.8,,<0.5,89,23.7,28.9,25.4,35.4,,21.6,,,3.4,4.7,<20,,,>99.5,23.4,8.5,10.4,>95,>95,<0.5,<0.5,<20,>99.5,,,21.6,22.2,<0.5,32.2,,19.8,42.4,4,Postsecondary Teachers,,,,,,,,174
11,395092,39509X,3950XX,Manicurists and pedicurists,395092,144810,17.54,36480,detailed,cross-industry,,20.5,,93.2,,,0.85,10.625,5.99,74.875,1,74.875,79.5,34.3,,<0.5,10.4,<0.5,47.3,90.3,8.9,<30,9.5,12.2,87.8,<0.5,>99.5,<0.5,<10,<10,<30,<0.5,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,>85,<0.5,<0.5,<0.5,21.3,<0.5,65.7,<0.5,<0.5,<0.5,3,Manicurists,2.1,84.8933055,15.1066945,2.5416304,11.3752536,70.4502938,26.39811082,196
43,492094,49209X,4920XX,"Electrical and electronics repairers, commercial and industrial equipment",492094,58320,33.56,69810,detailed,cross-industry,97.3,17,>90,75.7,<0.5,76.5,,,,,,,83,96.9,24.3,<0.5,93.2,47,95.3,,76.5,15.3,46.2,,,12.5,39.1,10.4,5.4,12.8,64.9,41.6,<0.5,<5,>99.5,>99.5,<0.5,<0.5,3.1,89.8,32.1,25.9,,20.8,3.4,3.1,,9.2,34.7,2,Electronics Repairers,37.2,23.7302944,76.2697056,7.1902884,15.7475617,2.9648267,3.654803901,315
55,472081,47208X,4720XX,Drywall and ceiling tile installers,472081,90860,29.56,61480,detailed,cross-industry,>95,<0.5,98.1,74.7,<0.5,>99.5,7.72,96.5,0.29,3.625,96.5,1,>99.5,,,<0.5,,,>99.5,16.3,>99.5,19.8,<10,96.4,3.6,<0.5,89.1,,12.3,,<0.5,<10,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,,,17.9,,20.6,<10,,<10,<0.5,<20,2,Drywall Installers,201.4,18.9870230,81.0129770,3.5008276,60.0945850,0.7554978,39.39406479,258
80,514032,51403X,5140XX,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",514032,5740,22.83,47490,detailed,cross-industry,99.1,30.9,>95,75.1,<5,,6.26,78.25,2.28,28.5,78.25,1,69.1,66.8,,<0.5,29,<0.5,89.5,22.9,51,30,15.1,73.6,26.4,<0.5,92.1,<0.5,<30,24.9,45.1,<20,<0.5,<0.5,>99.5,>85,<0.5,<0.5,<5,71.9,<0.5,76.2,<30,20.5,36.4,33.2,<0.5,2,<5,1,Drilling Machine Operators,47.7,18.9504262,81.0495738,3.3079201,14.9391973,3.8056833,4.776006553,452
94,499098,49909X,4990XX,"Helpers--installation, maintenance, and repair workers",499098,101890,18.61,38720,detailed,cross-industry,>99.5,21.5,>99.5,86.1,<0.5,>80,6.56,82,1.16,14.5,82,1,78.5,91,13.9,<0.5,,91.6,>99.5,,91.1,,,85,15,<0.5,97.5,36.7,,,5.2,,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,6.6,>75,71.1,,89.7,20.5,,9,,<10,<0.5,3,Installation Helpers,163.5,20.8539803,79.1460197,9.3732820,38.2963777,2.9900434,17.05149349,242
41,519191,51919X,5191XX,Adhesive bonding machine operators and tenders,519191,12510,21.35,44400,detailed,cross-industry,88.2,<15,>70,83.1,2.3,47,7.94,99.25,0.39,4.875,99.25,1,>85,33.2,16.9,<0.5,19,<10,63.2,14.8,49.3,19.4,11.7,95.2,4.8,<0.5,90.6,<0.5,2.1,<5,38.1,<15,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<15,79.4,<15,45.7,2.2,20.1,16.5,66.8,<0.5,<15,<5,1,Bonding Machine Operators,46.9,29.6394436,70.3605564,14.6973865,27.3246217,3.2943604,12.24896836,417
60,519041,51904X,5190XX,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",519041,57080,21.45,44610,detailed,cross-industry,>85,<20,,76.1,,,7.89,98.625,,,98.625,,>80,,,<0.5,,<10,,20.1,,,,92.3,,<0.5,99.3,,,,,8.8,<0.5,<0.5,>99.5,>95,<0.5,<5,30.6,75.9,,,,20,,,,<0.5,<5,2,Extruding Machine Operators (Other),61,23.2074480,76.7925520,11.4597295,18.8558548,2.9273791,8.279517485,320
91,499099,49909X,4990XX,"Installation, maintenance, and repair workers, all other",499099,175860,24.27,50480,detailed,cross-industry,>99.5,22.5,98.1,76.2,<5,>70,6.35,79.375,1.51,18.875,79.375,1,77.5,60.9,23.8,<5,78.7,68.7,>99.5,19.6,87.1,,69,81.2,18.8,7.2,77.1,,24.5,23.4,30,67.6,<15,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,94,21,15.2,46.4,19,7.5,39.1,<0.5,<5,8.4,4,Maintenance Workers,186.4,20.8539803,79.1460197,8.1553503,16.2972340,3.8702901,4.287753508,162
45,474011,47401X,4740XX,Construction and building inspectors,474011,133640,35.04,72880,detailed,cross-industry,84.4,42.6,76.6,55.6,3.8,43.4,4.54,56.75,3.43,42.875,56.75,1,57.4,88,44.4,<0.5,>99.5,94.3,85.2,25.4,47.2,19.3,80.9,57,43,33.1,24.3,18.4,14.2,24.5,89.1,80.9,6.9,11.5,>99.5,>99.5,3.6,<0.5,<0.5,>99.5,36.7,11,56,18.2,11,12,<0.5,5.6,25.6,3,Building Inspectors,110.7,16.6330593,83.3669407,7.5973767,12.6218856,2.8702874,3.016361843,205
20,472152,47215X,4721XX,"Plumbers, pipefitters, and steamfitters",472152,436160,32.62,67840,detailed,cross-industry,>95,6.4,98.2,83.1,<10,>75,7.09,88.625,1.34,16.75,88.625,1,93.6,49.8,,<0.5,62,88.3,>99.5,62.6,92.7,<30,68.7,84.1,15.9,12.9,44.6,25,,20.6,14.8,67.7,<0.5,<0.5,>99.5,>99.5,<0.5,<10,12.6,96.7,60.2,46.1,89.6,17.8,11.2,50.2,,15.8,18.3,9,Plumbers,187.9,20.4083164,79.5916836,6.6216979,23.5150429,1.4002879,9.29047189,74
